name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
Disaster Survival Guide,https://play.google.com/store/apps/details?id=com.EBeuvaliers.disastersurvivalguide&feature=search_result,https://lh3.ggpht.com/nOdjHHoRCSpMBVb3zm57hzDBYNd1gpSrI0WO0fHYtYr_kNkkprb0BwmcTkozJ4AjkSQ=w124,Android,https://play.google.com/store/apps/details?id=com.EBeuvaliers.disastersurvivalguide&feature=search_result,,"https://lh3.ggpht.com/j9jPfsU0sB9a-34E_FSRIuqFefnm3ZHgxdlarytSfkPi42U0ULH39VsOEB60Duc2Mw=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Be sure to grab your copy of this free handy ebook before a disaster hits you! Here is what you will learn inside this guide.... # How to manage during a disaster. During a disaster, as you may already know, things can become very chaotic and confusing. In this chapter information is provided to try and ease the confusion you may experience during this time. Learn all about this in chapter 6.",Relief,0.0,English,,,N/A,http://www.stimulus.co.nz/iphone/disaster_survival_guide/, , ,
DiscoverBPS,http://discoverbps.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/JYPcOtA.jpg,  ","School selection is a complicated process that can leave parents feeling frustrated and confused.    Factors like school location, admissions quotas, and sibling attendence can impact a student's eligibility; features like test scores, historical admissions data, and transportation options can fit more or less perfectly with a parent's preferences and expectations.  DiscoverBPS combines eligibility criteria, school data, and advanced mapping tools to help parents search for and compare their top choices.  Ultimately, the app helps parents to answer the important question: ""which school is right for my child?""  ",Education,,,http://discoverbps.org/assets/logo-blue.png,,, , , ,
DistrictBuilder,http://www.districtbuilder.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/6bxODtR.jpg","Whether you work for a state or local government agency, an advocacy group or you are a legislator, DistrictBuilder has been designed to provide you with affordable, easy-to-use, customizable redistricting tools that make the redistricting process more open and collaborative across agencies and with the public.",Governance,,,,,, ,http://publicmapping.github.com/districtbuilder/images/logo.png, ,districtbuilder
doForms,http://www.doforms.com/features#3,https://lh4.ggpht.com/2-nnIOaLrrxkdLjDpmScJlcHVigNcaVYQ8hcyO9A9sExJfsnqKxK4qMJJBIqjcOUNg=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=com.mdt.doforms.android&hl=en,https://itunes.apple.com/us/app/doforms/id470539316?mt=8,"https://lh6.ggpht.com/WCx-_1XqwPmmXD-L40Gu7N9pNIqt8bsDfbRHmy2ItcTIA0R6RevrFeCihlUIvM00Pco=h230, https://lh4.ggpht.com/ZSzeTB2c1ozea4Oq1zaWCW9B2QWQfl93G6U9iZtnGa5OMv4fLnp0TGGGbsjiDfLFHyxI=h230,  ,  , https://lh3.ggpht.com/7vXnitjQ9Sb7hjZWpS-2K_oqV8c36jS36RPIGOZmV_FsZfoCk4hv-g2YrEwjSftMQ7E=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Mobile data collection forms save valuable time. Imagine conducting a mobile survey without the delays of printing and shipping paper forms. You do not need to worry about paper forms being lost or damaged in transit. With mobile data collection software you do not need to reenter data into a computer because its digital to start with. So there are no reporting delays. doForms is a hosted solution, so you do not need to worry about the time required to set up and maintain servers.",Activism,0.0,English,,,doForms, , ,doForms,
DontEat.at,http://donteat.at,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/Sg2vjII.jpg",DontEat.at looks at NYC's public restaurant inspection dataset to see which restaurants are at risk of being closed.,Health,0.0,English,,,, , , ,maxstoller
Drinking Mirror,http://www.drinksmarter.org/web-version/index.html,https://lh6.ggpht.com/5sgc4Kc2RUq1N9O-T9__AFa1EAFChGLauHci9PFP_ZlKcnTaOgQxYrwGIHFmQfzhj9Y=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=air.com.rancon.drinkingmirrorsc&hl=en,https://itunes.apple.com/gb/app/drinking-mirror/id588297432?mt=8,"http://a493.phobos.apple.com/us/r1000/097/Purple/v4/c1/a7/f5/c1a7f5b1-1c90-6fee-8346-57ff989ad206/mzl.fvojzfwp.320x480-75.jpg, http://a897.phobos.apple.com/us/r1000/093/Purple/v4/dc/2a/79/dc2a795a-2b8a-4b69-0c9f-d17c64d0fa97/mzl.bjulpxvs.320x480-75.jpg,  ,  , http://a8.phobos.apple.com/us/r1000/120/Purple/v4/f8/21/a7/f821a7f5-f6c2-11ac-6d86-4f7618222db4/mzl.poflyyed.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","You might want to think twice before ordering another round of beers, a new app suggests. Developed in Scotland, Drinking Mirror lets you know what you'll look like in 10 years based on current drinking habits. The app is specifically targeted toward women, and given that nearly 14 million ladies in the U.S. binge drink about three times per month according to the CDC, it might just set the bar for a new kind of solution.",Health,0.0,English,,,, , ,drinkingandyou,NHS_HS
DUMA,http://dumaworks.net/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/Jjh9TNI.png,  ","The SMS service DUMA, founded by Princeton grads Arielle Sandor and Christine Blauvelt, is building a mobile job market in Kenya designed to match the most qualified employees with the most promising opportunities. The team is wrapping up development on a resume generator and will be adding social recommendations and performance reviews building a layer of trust on top of their powerful network for social change. ",Social Enterprise,,,,,none, ,http://dumaworks.net/static/homepage_logo.png,DumaWorksPage,
Easel,http://www.easellearning.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/I3Z3OGG.png,  ",Easel combines hands-on learning with on-demand instructions.,Education,,,http://www.easellearning.com/pics/logo.jpg,pages/Easel/129535023731632,easellearning, , , ,
Eco & Green Dictionary,https://play.google.com/store/apps/details?id=com.ecowho.greendictionary&feature=search_result,https://lh3.ggpht.com/qve7G_8mvwjf_7TDzJnMphT-WPTdJlRP5_LtKd8ol-W8fsuI0Mv_gYS9Ll2P3o33nQ=w124,Android,https://play.google.com/store/apps/details?id=com.ecowho.greendictionary&feature=search_result,,"https://lh5.ggpht.com/4RgHQqWP6DSN6xzq_B4jmEgqMD02pun6um3MZ3hnAaETGDWgQgJP6CL27YiThSjvWYI=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Green dictionary of 850+ environmental, ecological, solar power & wind power, energy efficiency, climate change, weather, recycling, global warming and general 'green' terms and definitions. Totally Free! Helps you understand climate change and various environmental issues better. Learn more about how the planet Earth really works and how you can live better with the environment.","Environment, Education",0.0,English,,,greendictionary,http://www.aykira.com, , ,
EcoBuzz,http://www.appbrain.com/app/eco-buzz-widget/com.geekyouup.android.widgets.ecobuzz,,Android,,," ,  ,  ,  ,  , http://lh4.ggpht.com/ChQl3nNZxrs8PbFdAMBP7bPhLwx0TaxC94KfK6PIXySiAbL4c_k-dHzDG4SXu_M-i9MVW2seK3X0GiFAStoY9jl-,  ,  ,  ,  ,  , http://lh6.ggpht.com/GzS-39tZJQU4qJlms2Fk7emsf3bbWPaYuxfVAZYpcBDMwniyY6Y5ClUt3HkaAyorwj9CTA53n5E6mPi1MA=h200,  http://lh6.ggpht.com/ESdvIXw8Q-8M95IYCCFPD0uTgPTIWvXu1cuHfHy645Crw0S2DSCLXkK_AGgNJ9fD9ylYsc-OjS6yqDhA=h200,  ,  ,  ,  ,  ,  ,  ,  ",This green app will give your phone a whole new look. It adds the latest environmental news and facts to your home screen. sustainablog (http://s.tt/1xVaK),"Environment, Education",0.0,English,,,Mippin, , ,AppBrain,
Ecofinder,http://ecofinderapp.com/,http://ecofinderapp.com/img/ecofinder_logo.gif,iOS,,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=318564780&mt=8,"http://ecofinderapp.com/img/EcofinderiPhone.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",Find Out Where To Recycle And Properly Dispose Of Just About Everything!,Environment,0.0,English,,,NA, , , ,
EcoLegacy,https://play.google.com/store/apps/details?id=com.evansappwriter.ebook001&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.evansappwriter.ebook001&feature=search_result,," ,  ,  ,  ,  , https://lh3.ggpht.com/NoBjfbK9S1ZcANwxnCgd3OL6KL2UG-J9gSI6nX5VRQHG6-OwgfZG8O7D6zkRL-HREg=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/h1qhZfwic1dKJi6AjrHMFhEnO6X3tmlpizcrRSlLhW2N3JiNFM4Q3WHqYoBSB_CvFPU=h230,  https://lh6.ggpht.com/nMvUNsr_Q3P05skOLf2U6eFDyuL0sagdAbywfV_VdRG9qOB_U9onRwFmV0cLz9MHtw=h230,  https://lh3.ggpht.com/alhl9cRyTTOWGooIvzEicEhgteNXhXQy3EacmujdMwBVbabz5k_cH9Vhn9LND0Hv1oo=h230,  https://lh5.ggpht.com/u_1JqU5sL-cCHhEJvBAMvkMFs1MehwQ8P1CGfTUnr8AcPom_q0gODojHPBP-Kk5ujg=h230,  https://lh3.ggpht.com/DPujMTMZLhiDnmFG3qPDx3kGoaoSKY0RFg3Lbbfg0idUdnh0T_dV0d3I5pl6XvulaCY=h230,  ,  ,  ,  ,  ","What is eco-intelligence? How does an eco-intelligent worldview assist us in becoming the planet's everyday sustainable leaders? How is the condition known as 'environmental illness' -which is hurting the health of people, the planet and all living things, waking us up to the necessity and value of creating an eco-intelligent lifestyle? In this book, we learn how the author's journey to heal environmental illness inspired her to create an online curriculum (for ages 16-99) featuring six 'ingredients' for eco-intelligent living which serve to 'feed and nourish' our innate eco-intelligence and support us in harvesting a legacy of leadership. By passing forward this legacy, you are rewarded as an Eco-Mentor, for protecting and sustaining life for our generation, and the generations that might follow us. Chosen by The Messenger Network as one of The Top 25 Best Brilliant Ideas for Humanity, the message in this book is both important and timely!",Environment,0.0,English,,pages/Eco-Learning-Legacies/148833668474169,,http://www.ecolegacy.com/,https://lh3.ggpht.com/NoBjfbK9S1ZcANwxnCgd3OL6KL2UG-J9gSI6nX5VRQHG6-OwgfZG8O7D6zkRL-HREg=w124, ,EcoMentor
Ecological Urbanism,http://ecologicalurbanism.gsd.harvard.edu/,https://itunes.apple.com/us/app/ecological-urbanism/id556595863?mt=8,iOS,,https://itunes.apple.com/us/app/ecological-urbanism/id556595863?mt=8,"http://a1679.phobos.apple.com/us/r1000/112/Purple/v4/20/d1/7c/20d17c18-fbff-7e94-772e-de86c6696ca5/mzl.hwqiyuil.480x480-75.jpg, http://a626.phobos.apple.com/us/r1000/085/Purple/v4/84/e1/47/84e14766-d2a7-ef71-2bbf-f20b4310ea9e/mzl.zmslpshu.480x480-75.jpg, http://a626.phobos.apple.com/us/r1000/085/Purple/v4/84/e1/47/84e14766-d2a7-ef71-2bbf-f20b4310ea9e/mzl.zmslpshu.480x480-75.jpg, http://a502.phobos.apple.com/us/r1000/080/Purple/v4/21/d1/1c/21d11ccb-ff91-421e-bade-81f319776601/mzl.ofhdcxzx.480x480-75.jpg, http://a502.phobos.apple.com/us/r1000/080/Purple/v4/21/d1/1c/21d11ccb-ff91-421e-bade-81f319776601/mzl.ofhdcxzx.480x480-75.jpg,  , http://a1679.phobos.apple.com/us/r1000/112/Purple/v4/20/d1/7c/20d17c18-fbff-7e94-772e-de86c6696ca5/mzl.hwqiyuil.480x480-75.jpg, http://a626.phobos.apple.com/us/r1000/085/Purple/v4/84/e1/47/84e14766-d2a7-ef71-2bbf-f20b4310ea9e/mzl.zmslpshu.480x480-75.jpg, http://a502.phobos.apple.com/us/r1000/080/Purple/v4/21/d1/1c/21d11ccb-ff91-421e-bade-81f319776601/mzl.ofhdcxzx.480x480-75.jpg, http://a1433.phobos.apple.com/us/r1000/080/Purple/v4/b4/1e/28/b41e285a-b4f8-40bf-84e4-a913c4a28506/mzl.ukizyjhu.480x480-75.jpg, http://a1838.phobos.apple.com/us/r1000/107/Purple/v4/aa/f2/fa/aaf2fa92-5479-6027-095f-215cf1184731/mzl.uhrvmbav.480x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","In its first iteration, Ecological Urbanism was a book: almost 700 pages of ideas and examples from the new field of sustainable urban design, born from a series of research projects at Harvard's Graduate School of Design. But the researchers realized that the book was essentially out of date as soon as it was published. The field of sustainable urban design is growing and evolving every day. The answer? Instead of a new edition of the book, they'd create an app.",Activism,0.0,English,,,EcologicalUrban, ,http://ecologicalurbanism.gsd.harvard.edu/index.php, ,
Economics of Place,https://play.google.com/store/apps/details?id=com.conduit.app_786c1c307aaf4bf597ca64e765796754.app&feature=search_result,https://lh5.ggpht.com/6G7u1uZZa3jnOcYc3KAcSzQbh3VcWEM70K6ET24awB17SeGTW4-yMyeq9iyHtKym4Kc=w124,Android,https://play.google.com/store/apps/details?id=com.conduit.app_786c1c307aaf4bf597ca64e765796754.app&feature=search_result,,"https://lh4.ggpht.com/ny2dnmS8jPi3Bj7h_opW4PRhun0YX5MdPXg0UBeqOstM5T9Ou-P7fE9-LNiETS6OlMU=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","It’s time to say enough and focus on what really matters: creating dynamic, walkable, sustainable communities and regions where people want to live. It’s time to start talking about the importance of “place” as the economic development strategy that will create a positive, dynamic future for Michigan. This app pulls in feeds from www.economicsofplace.com straight to your mobile device.",Environment,0.0,English,,,N/A, , , ,
eCoordinator,http://www.samaritan.com/eCoordinator.php,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Hosted tool for coordinating volunteer needs, including data, schedules, and reports.","Activism, Relief",,,,,, , , ,ecoordinator
Educreations Interactive Whiteboard,http://www.educreations.com/,https://itunes.apple.com/us/app/educreations-interactive-whiteboard/id478617061?mt=8,"iOS, Desktop, Web",,https://itunes.apple.com/us/app/educreations-interactive-whiteboard/id478617061?mt=8,"http://a1921.phobos.apple.com/us/r1000/095/Purple/v4/de/e8/69/dee86912-9808-6045-9130-9a7ccc559d01/mzl.ymnwnwdq.480x480-75.jpg, http://a1733.phobos.apple.com/us/r1000/104/Purple/v4/9d/50/f1/9d50f108-99ab-d928-37c7-1a326fd096b1/mzl.pzkpkkmg.480x480-75.jpg,  ,  , http://a1609.phobos.apple.com/us/r1000/102/Purple/v4/d2/11/e3/d211e3e9-226e-1626-f95c-c2a06f3055cc/mzl.cbwmrpzk.480x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Thanks to the popularity of the Khan Academy's simple video lessons, millions of people around the globe have learned everything from how to simplify fractions to how to understand a credit default swap. But what if students had the ability to pick from thousands of Khan Academy-style videos taught by a wide range of teachers? That's the goal of the new Educreations Interactive Whiteboard, a free app that gives everyone the ability to create video tutorials, share what they know, and learn what they don't.   Created by tech startup Educreations, the app is available for the iPad and can also be accessed from any computer through the web. Making your own video tutorial takes only a few simple steps. Once you create an account, you can upload images, draw pictures, animate and resize them, and write with the app's ""whiteboard marker."" You can also record audio explanations of the content through the microphone on their computer or iPad. If you flub your explanation, no worries—you can erase and start over without messing up the visuals you've created for your tutorial.",Education,0.0,English,,,educreations, ,http://d1czawyup1trel.cloudfront.net/static/images/landing/hero-ipad.jpg, ,
Ekgaon,http://www.ekgaon.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/nvlWPmK.jpg,  ","Ekgaon’s goal is to bring mobile services and tools to the people who need them most. Aditya says the company works hard to make sure they are providing rural users with useful and appropriate tools. With mobiles becoming such a huge part of everyday life, incorporating financial, professional and quality-of-life tools into basic mobile phones gives people a chance at improving their lives. Through its partnerships with other companies and organizations, Ekgaon is aiming to make the mobile phone a source for accessible and affordable services for people who live in rural areas. ",Social Enterprise,0.0,,http://www.ekgaon.com/files/bluemarine_logo.gif,,, , , ,ekgaon
El Activista,https://play.google.com/store/apps/details?id=com.baturamobile.elActivista&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.baturamobile.elActivista&feature=search_result,," ,  ,  ,  ,  , https://lh4.ggpht.com/C_MWDzfHIqG3jY4Rn1egfuQNpbM0MfWCdryMQCSPt4QsQGhSQBd8AXGnc8Q=w124,  ,  ,  ,  ,  , https://lh4.ggpht.com/siWLpId8R2EYEAEikJzyG4JvqFVNysmBc_KnT49_B-mu5OoIn18PoFxVBiOXHA=h230,  https://lh5.ggpht.com/YrNpqmkuJcM64hkgQl7rGrT4VCW4wqVMeTbd90pogzUs-GTfnVtSWkAGL2kcwg=h230,  https://lh6.ggpht.com/1CxA9s_7mCG6H3KsgWvBamO2Xc0Gf8W68UAvzktRB1P1NGb9_Go6f97mFtGyxw=h230,  ,  https://lh5.ggpht.com/aCZdeCvw_I6GYxHkmM0CIFaOOzHImuKsKR9cuy5h7l8qERMLUa9zWod46oG6=h230,  ,  ,  ,  ,  ","""The Activist"" is an interactive movie (in which viewers can participate and become active) and transmedia (ie, that the story takes place on different platforms and formats) that you need to beat the world record of popular funding (or crowdfunding). Premieres application and participate in the activist. With the implementation of ""The Activist"", and receive all the information on the phone, decide on the script, the characters, actions and participate in all drawings ... you can also become an activist Mobile and burn your own images to share with the rest of the community activist and you can see, live (via the LIVE tab), all content generated by the other activists in streaming. Want to be an activist?  Download the application, participate and win a world tour for 2 people.",Activism,0.0,English,,,,http://elactivista.espivblogs.net/,https://lh3.ggpht.com/fMUEx-IJlI2vP8fvTgbArgxsl6hXyST2w2U61JZZF5mITPehIrYMwituz5wM=w705, ,the_activist
